295,04	4,35	5,12	5,39	6,49	8,59
351,76	1,31	1,35	1,51	1,64	1,95
609,11	0,57	0,6	0,62	0,64	0,69
768,13	2,46	2,55	2,55	2,91	2,78
933,79	4,58	5,06	4,95	4,58	5,48
1119,99	1,14	1,15	1,18	1,21	1,33
1237,83	2,16	2,09	2,23	2,3	2,36
1377,39	2,44	2,46	2,63	2,72	2,73
1460,04	20,51	15,77	20,56	16,07	12,7
1508,9	6,11	5,37	5,87	7,19	6,06
1764,14	0,96	1,08	0,98	1,03	1,03
2118,28	4,67	5,23	4,83	4,65	5,05
2203,66	1,8	1,82	1,87	1,86	1,79
2447,25	3,84	4,22	5,57	4,65	5,32
