295,25	4,35	6,14	8,19	29,57
351,99	1,31	1,76	2,32	6,3
609,35	0,57	0,69	0,86	1,57
768,46	2,46	2,97	3,63	5,82
934,01	4,58	5,34	6,06	11,38
1120,38	1,14	1,34	1,49	2,29
1238,16	2,16	2,45	2,67	4,19
1377,75	2,44	2,92	2,94	4,75
1460,98	20,51	14,62	13,52	12,8
1509,28	6,11	7,04	7,06	9,18
1764,58	0,96	1,07	1,17	1,46
2118,62	4,67	5,46	4,98	6,97
2204,16	1,8	1,93	2,09	2,27
2447,73	3,84	5,42	5,4	5,53
