295.04	16239	13620	12646	10382	7518
351.76	46989	43869	38871	35107	28282
609.11	91936	85752	80751	76781	67384
768.13	9691	9216	9010	7963	7813
933.79	5941	5312	5276	5570	4566
1119.99	26859	25828	24783	23799	21457
1237.83	9761	9799	9140	8948	8260
1377.39	6558	6424	5938	5734	5465
1460.04	512	653	496	616	732
1508.9	3338	3558	3303	2726	2972
1764.14	21835	20474	20732	19712	18578
2118.28	1457	1339	1407	1355	1208
2203.66	5995	5765	5520	5426	5183
2447.25	1825	1755	1545	1635	1392
