351,9	4,05	7,47	29,93	18,73
510,78	31,77	28,78	44,99	25,84
609,32	1,89	2,15	3,38	3,44
768,38	5,37	6,77	11,78	11,54
934,13	35,33	36,04	29,18	103,1
1120,32	2,31	2,61	2,98	3,33
1238,17	4,08	4,31	5,1	5,02
1460,79	65,64	33,27	23,03	21,86
1661,31	16,56	13,32	17,78	19,08
1764,61	1,93	2,5	2,73	2,93
2118,7	16,09	17,32	15,68	35,45
2204,4	5,42	7,12	7,93	4,1
2293,47	22,56	41,46	35,37	17,09
2448,06	8,67	8,22	7,79	6,21
