351,9	12263	6144	1293	1879
510,78	1404	1414	798	1285
609,32	27939	22306	12503	11394
768,38	3689	2823	1537	1490
934,13	1220	1135	1251	356
1120,32	9250	7956	6145	5443
1238,17	3459	3083	2391	2292
1460,79	291	526	660	677
1661,31	604	668	478	456
1764,61	8204	6886	5599	5154
2118,7	516	456	421	220
2204,4	2326	1881	1551	1804
2293,47	133	82	82	117
2448,06	588	572	462	483
