295,17	3,04	3,5	3,46	4,16
351,92	0,96	1,05	1,13	1,14
510,92	3,69	3,78	4,11	4,25
609,28	8,19	9,42	10,4	10,09
768,34	1,18	1,26	1,22	1,27
934,07	2,73	2,85	2,96	3,07
1120,29	5,64	6,43	5,99	5,63
1238,14	25,78	30,44	30,84	25,24
1460,77	10,04	11,34	10,92	9,44
1661,22	1,1	1,16	1,18	1,15
1764,58	8,27	7,73	7,3	8,97
2118,67	5,49	4,36	5,52	5,28
2204,1	2,26	2,27	2,42	2,14
2293,37	7,67	6,52	5,96	8,36
