295,17	46257	39908	39049	32497
351,92	90239	83142	76977	73581
510,92	9508	9095	8316	7961
609,28	5985	5224	4729	4797
768,34	26136	24475	24379	23081
934,07	9947	9429	9063	8564
1120,29	5625	5010	5179	5289
1238,14	609	519	509	614
1460,77	1604	1437	1465	1610
1661,22	21438	20410	19810	19457
1764,58	1970	2018	2056	1705
2118,67	1203	1376	1141	1175
2204,1	5763	5587	5323	5458
2293,37	1656	1732	1745	1484
