295,24	3319	5870	582	-	904
351,92	11668	15208	5362	2603	1606
511,13	607	892	-	1378	637
609,3	25229	32362	14556	8543	6548
768,41	3288	3845	1427	1212	827
934,08	1613	1583	1046	1297	624
1120,34	8054	9723	5596	3666	3256
1238,14	3272	3923	2165	1402	1322
1460,99	534	772	653	443	673
1661,53	614	663	545	349	259
1764,67	6969	8023	5121	3783	3249
2118,75	540	606	469	206	238
2204,31	1935	2111	1358	1147	1144
2293,24	113	127	97	95	0,137
2447,96	561	706	482	356	323
